11327,醑,2015-06-21 20:01:45.241258,2015-06-21 20:01:45.241258,xu3\n
11325,情态,2015-06-21 20:01:45.241258,2015-06-21 20:01:45.241258,qing2 tai4\n
11372,乘用马,2015-06-21 20:03:38.878268,2015-06-21 20:03:38.878268,cheng2 yong4 ma3\n
7514,总统的,2015-06-21 17:59:15.754892,2015-06-21 17:59:15.754892,zong3 tong3 de5\n
12485,乡导,2015-06-21 20:41:52.682081,2015-06-21 20:41:52.682081,xiang1 dao3\n
11298,钱财,2015-06-21 20:01:03.50609,2015-06-21 20:01:03.50609,qian2 cai2\n
11299,镪,2015-06-21 20:01:03.50609,2015-06-21 20:01:03.50609,qiang1\n
11300,银根,2015-06-21 20:01:03.50609,2015-06-21 20:01:03.50609,yin2 gen1\n
11301,银钱,2015-06-21 20:01:03.50609,2015-06-21 20:01:03.50609,yin2 qian2\n
11302,监控,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,jian1 kong4\n
11303,监测,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,jian1 ce4\n
11305,嘱,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,zhu3\n
11306,显示器,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,xian3 shi4 qi4\n
11307,监听,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,jian1 ting1\n
11308,监听器,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,jian1 ting1 qi4\n
11309,侦听,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,zhen1 ting1\n
11310,侦听员,2015-06-21 20:01:18.729794,2015-06-21 20:01:18.729794,zhen1 ting1 yuan2\n
11311,猴子,2015-06-21 20:01:27.651208,2015-06-21 20:01:27.651208,hou2 zi3\n
11312,猴,2015-06-21 20:01:27.651208,2015-06-21 20:01:27.651208,hou2\n
11314,无尾猿,2015-06-21 20:01:27.651208,2015-06-21 20:01:27.651208,wu2 wei3 yuan2\n
11315,猩,2015-06-21 20:01:27.651208,2015-06-21 20:01:27.651208,xing1\n
11317,月份,2015-06-21 20:01:34.209088,2015-06-21 20:01:34.209088,yue4 fen4\n
11318,月刊杂志,2015-06-21 20:01:36.850786,2015-06-21 20:01:36.850786,yue4 kan1 za2 zhi4\n
11319,每月一次的,2015-06-21 20:01:36.850786,2015-06-21 20:01:36.850786,mei3 yue4 yi1 ci4 de5\n
11320,月的,2015-06-21 20:01:36.850786,2015-06-21 20:01:36.850786,yue4 de5\n
11321,每月一次,2015-06-21 20:01:36.850786,2015-06-21 20:01:36.850786,mei3 yue4 yi1 ci4\n
11322,碑,2015-06-21 20:01:41.042878,2015-06-21 20:01:41.042878,bei1\n
11323,纪念塔,2015-06-21 20:01:41.042878,2015-06-21 20:01:41.042878,ji4 nian4 ta3\n
11328,月亮,2015-06-21 20:01:54.157985,2015-06-21 20:01:54.157985,yue4 liang4\n
11335,闲荡,2015-06-21 20:01:54.157985,2015-06-21 20:01:54.157985,xian2 dang4\n
11336,闲渡,2015-06-21 20:01:54.157985,2015-06-21 20:01:54.157985,xian2 du4\n
11338,合乎道德的,2015-06-21 20:02:04.653792,2015-06-21 20:02:04.653792,he2 hu1 dao4 de2 de5\n
11339,更多,2015-06-21 20:02:10.420483,2015-06-21 20:02:10.420483,geng4 duo1\n
11340,更加,2015-06-21 20:02:10.420483,2015-06-21 20:02:10.420483,geng4 jia1\n
15697,纺织品,2015-06-21 23:01:22.854928,2015-06-21 23:01:22.854928,fang3 zhi1 pin3\n
11342,矧,2015-06-21 20:02:19.675046,2015-06-21 20:02:19.675046,shen3\n
11343,早上,2015-06-21 20:02:27.020059,2015-06-21 20:02:27.020059,zao3 shang4\n
11344,上午,2015-06-21 20:02:27.020059,2015-06-21 20:02:27.020059,shang4 wu3\n
11345,早晨,2015-06-21 20:02:27.020059,2015-06-21 20:02:27.020059,zao3 chen2\n
11347,午前,2015-06-21 20:02:27.020059,2015-06-21 20:02:27.020059,wu3 qian2\n
11348,蚊子,2015-06-21 20:02:35.942516,2015-06-21 20:02:35.942516,wen2 zi3\n
11349,蚊虫,2015-06-21 20:02:35.942516,2015-06-21 20:02:35.942516,wen2 chong2\n
11350,蚊,2015-06-21 20:02:35.942516,2015-06-21 20:02:35.942516,wen2\n
11351,蠓,2015-06-21 20:02:35.942516,2015-06-21 20:02:35.942516,meng3\n
11352,最为,2015-06-21 20:02:40.137631,2015-06-21 20:02:40.137631,zui4 wei4\n
11354,特大,2015-06-21 20:02:40.137631,2015-06-21 20:02:40.137631,te4 da4\n
11355,大部分,2015-06-21 20:02:40.137631,2015-06-21 20:02:40.137631,da4 bu4 fen1\n
368,愬,2015-06-21 19:10:32.780618,2015-06-21 19:10:32.780618,su4\n
658,獧,2015-06-21 18:13:12.482498,2015-06-21 18:13:12.482498,juan4\n
55502,集体,2015-06-21 16:42:05.013628,2015-06-21 16:42:05.013628,ji2 ti3\n
51650,征收,2015-06-21 15:43:49.47817,2015-06-21 15:43:49.47817,zheng1 shou1\n
11356,极其,2015-06-21 20:02:40.137631,2015-06-21 20:02:40.137631,ji2 qi2\n
11357,母亲,2015-06-21 20:02:54.044789,2015-06-21 20:02:54.044789,mu3 qin1\n
1779,幡,2015-06-21 15:51:19.765495,2015-06-21 15:51:19.765495,fan1\n
1781,旌,2015-06-21 15:51:19.765495,2015-06-21 15:51:19.765495,jing1\n
1786,槛,2015-06-21 15:51:28.654743,2015-06-21 15:51:28.654743,jian4\n
1787,酒吧间,2015-06-21 15:51:28.654743,2015-06-21 15:51:28.654743,jiu3 ba5 jian1\n
4076,畴,2015-06-21 19:24:22.546194,2015-06-21 19:24:22.546194,chou2\n
8855,慈,2015-06-21 19:24:22.546194,2015-06-21 19:24:22.546194,ci2\n
10968,裀,2015-06-21 21:44:43.837385,2015-06-21 21:44:43.837385,yin1\n
11358,娘,2015-06-21 20:02:54.044789,2015-06-21 20:02:54.044789,niang2\n
11359,仉,2015-06-21 20:02:54.044789,2015-06-21 20:02:54.044789,zhang3\n
15698,纺织的,2015-06-21 23:01:22.854928,2015-06-21 23:01:22.854928,fang3 zhi1 de5\n
11364,发动力,2015-06-21 20:03:08.997827,2015-06-21 20:03:08.997827,fa1 dong4 li4\n
11366,马达,2015-06-21 20:03:14.76806,2015-06-21 20:03:14.76806,ma3 da2\n
11367,乘汽车旅,2015-06-21 20:03:14.76806,2015-06-21 20:03:14.76806,cheng2 qi4 che1 lv3\n
11368,发动的,2015-06-21 20:03:14.76806,2015-06-21 20:03:14.76806,fa1 dong4 de5\n
11369,汽车的,2015-06-21 20:03:14.76806,2015-06-21 20:03:14.76806,qi4 che1 de5\n
11277,陶冶,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,tao2 ye3\n
7499,原谅,2015-06-21 17:58:53.268016,2015-06-21 17:58:53.268016,yuan2 liang4\n
11264,造型,2015-06-21 19:59:36.067497,2015-06-21 19:59:36.067497,zao4 xing2\n
11280,甄,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,zhen1\n
11282,砂箱,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,sha1 xiang1\n
11283,胎具,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,tai1 ju4\n
11284,铜模,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,tong2 mo2\n
11377,滑鼠,2015-06-21 20:03:52.741637,2015-06-21 20:03:52.741637,hua2 shu3\n
11378,鼠标器,2015-06-21 20:03:52.741637,2015-06-21 20:03:52.741637,shu3 biao1 qi4\n
11379,鼷,2015-06-21 20:03:52.741637,2015-06-21 20:03:52.741637,xi1\n
11382,嘴巴,2015-06-21 20:04:00.854056,2015-06-21 20:04:00.854056,zui3 ba1\n
11383,嘴,2015-06-21 20:04:00.854056,2015-06-21 20:04:00.854056,zui3\n
11387,装腔作势说话,2015-06-21 20:04:00.854056,2015-06-21 20:04:00.854056,zhuang1 qiang1 zuo4 shi4 shuo1 hua4\n
11281,模子,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,mo2 zi3\n
7498,遨,2015-06-21 23:14:47.011049,2015-06-21 23:14:47.011049,ao2\n
12486,飞行员,2015-06-21 20:41:52.682081,2015-06-21 20:41:52.682081,fei1 xing2 yuan2\n
11346,夙,2015-06-21 20:02:27.020059,2015-06-21 20:02:27.020059,su4\n
12487,驾驶员,2015-06-21 20:41:52.682081,2015-06-21 20:41:52.682081,jia4 shi3 yuan2\n
12488,领航员,2015-06-21 20:41:52.682081,2015-06-21 20:41:52.682081,ling3 hang2 yuan2\n
11376,老鼠,2015-06-21 20:03:52.741637,2015-06-21 20:03:52.741637,lao3 shu3\n
11380,捕鼠,2015-06-21 20:03:52.741637,2015-06-21 20:03:52.741637,bu3 shu3\n
11334,阴,2015-06-21 20:01:54.157985,2015-06-21 20:01:54.157985,yin1\n
11446,必得,2015-06-21 20:06:03.122367,2015-06-21 20:06:03.122367,bi4 de2\n
11447,不得已,2015-06-21 20:06:03.122367,2015-06-21 20:06:03.122367,bu4 de2 yi3\n
11278,发霉,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,fa1 mei2\n
11448,须要,2015-06-21 20:06:03.122367,2015-06-21 20:06:03.122367,xu1 yao4\n
11449,一定要,2015-06-21 20:06:03.122367,2015-06-21 20:06:03.122367,yi1 ding4 yao4\n
11404,非常多,2015-06-21 20:04:50.10125,2015-06-21 20:04:50.10125,fei1 chang2 duo1\n
11406,泥浆,2015-06-21 20:04:56.640167,2015-06-21 20:04:56.640167,ni2 jiang1\n
11407,污泥,2015-06-21 20:04:56.640167,2015-06-21 20:04:56.640167,wu1 ni2\n
11408,烂泥,2015-06-21 20:04:56.640167,2015-06-21 20:04:56.640167,lan4 ni2\n
11409,淖,2015-06-21 20:04:56.640167,2015-06-21 20:04:56.640167,nao4\n
11410,坭,2015-06-21 20:04:56.640167,2015-06-21 20:04:56.640167,ni2\n
11411,泥沼,2015-06-21 20:04:56.640167,2015-06-21 20:04:56.640167,ni2 zhao3\n
11412,茶缸子,2015-06-21 20:05:05.550632,2015-06-21 20:05:05.550632,cha2 gang1 zi3\n
11413,扮鬼脸,2015-06-21 20:05:05.550632,2015-06-21 20:05:05.550632,ban4 gui3 lian3\n
11414,多工,2015-06-21 20:05:11.305419,2015-06-21 20:05:11.305419,duo1 gong1\n
4624,复合的,2015-06-21 20:05:11.305419,2015-06-21 20:05:11.305419,fu4 he2 de5\n
11416,倍数,2015-06-21 20:05:11.305419,2015-06-21 20:05:11.305419,bei4 shu4\n
11418,惨杀,2015-06-21 20:05:21.250627,2015-06-21 20:05:21.250627,can3 sha1\n
11419,杀人案件,2015-06-21 20:05:21.250627,2015-06-21 20:05:21.250627,sha1 ren2 an4 jian4\n
11420,血案,2015-06-21 20:05:21.250627,2015-06-21 20:05:21.250627,xie3 an4\n
11417,谋杀,2015-06-21 20:05:21.250627,2015-06-21 20:05:21.250627,mou2 sha1\n
11421,臂力,2015-06-21 20:05:34.085157,2015-06-21 20:05:34.085157,bi4 li4\n
11422,筋,2015-06-21 20:05:34.085157,2015-06-21 20:05:34.085157,jin1\n
11423,博物馆,2015-06-21 20:05:38.265935,2015-06-21 20:05:38.265935,bo2 wu4 guan3\n
11424,蘑菇,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,mo2 gu1\n
11285,蕈,2015-06-21 20:00:31.745173,2015-06-21 20:00:31.745173,xun4\n
11427,采蘑菇,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,cai3 mo2 gu1\n
11428,菰,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,gu1\n
11429,蘑菰,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,mo2 gu1\n
11425,菇,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,gu1\n
11430,迅速生长,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,xun4 su4 sheng1 chang2\n
11431,蘑菇形的,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,mo2 gu1 xing2 de5\n
11432,迅速生长的,2015-06-21 20:05:40.092828,2015-06-21 20:05:40.092828,xun4 su4 sheng1 chang2 de5\n
11435,谱子,2015-06-21 20:05:50.569826,2015-06-21 20:05:50.569826,pu3 zi3\n
11433,音乐,2015-06-21 20:05:50.569826,2015-06-21 20:05:50.569826,yin1 le4\n
11436,音乐片,2015-06-21 20:05:55.537921,2015-06-21 20:05:55.537921,yin1 le4 pian4\n
11437,音乐舞台剧,2015-06-21 20:05:55.537921,2015-06-21 20:05:55.537921,yin1 le4 wu3 tai2 ju4\n
11438,声音美妙的,2015-06-21 20:05:55.537921,2015-06-21 20:05:55.537921,sheng1 yin1 mei3 miao4 de5\n
11439,音乐的,2015-06-21 20:05:55.537921,2015-06-21 20:05:55.537921,yin1 le4 de5\n
11451,未发酵葡萄汁,2015-06-21 20:06:03.122367,2015-06-21 20:06:03.122367,wei4 fa1 jiao4 pu2 tao2 zhi1\n
11452,相互,2015-06-21 20:06:18.618069,2015-06-21 20:06:18.618069,xiang1 hu4\n
11453,互,2015-06-21 20:06:18.618069,2015-06-21 20:06:18.618069,hu4\n
11454,互相,2015-06-21 20:06:18.618069,2015-06-21 20:06:18.618069,hu4 xiang1\n
11455,交互,2015-06-21 20:06:18.618069,2015-06-21 20:06:18.618069,jiao1 hu4\n
11457,我自己,2015-06-21 20:06:24.374532,2015-06-21 20:06:24.374532,wo3 zi4 ji3\n
11459,奥,2015-06-21 20:06:28.560598,2015-06-21 20:06:28.560598,ao4\n
11461,玄妙,2015-06-21 20:06:28.560598,2015-06-21 20:06:28.560598,xuan2 miao4\n
11464,玄虚,2015-06-21 20:06:37.458488,2015-06-21 20:06:37.458488,xuan2 xu1\n
11534,深蓝色,2015-06-21 20:08:10.658385,2015-06-21 20:08:10.658385,shen1 lan2 se4\n
11535,跟前,2015-06-21 20:08:14.84394,2015-06-21 20:08:14.84394,gen1 qian2\n
11415,众多,2015-06-21 20:05:11.305419,2015-06-21 20:05:11.305419,zhong4 duo1\n
11515,自然,2015-06-21 20:07:44.473138,2015-06-21 20:07:44.473138,zi4 ran2\n
11462,縕,2015-06-21 20:06:28.560598,2015-06-21 20:06:28.560598,yun1\n
11537,接近,2015-06-21 20:08:14.84394,2015-06-21 20:08:14.84394,jie1 jin4\n
10002,烈度,2015-06-21 19:15:06.807441,2015-06-21 19:15:06.807441,lie4 du4\n
10003,音强,2015-06-21 19:15:06.807441,2015-06-21 19:15:06.807441,yin1 qiang2\n
10004,集约的,2015-06-21 19:15:11.78443,2015-06-21 19:15:11.78443,ji2 yue1 de5\n
15741,孱弱,2015-06-21 23:02:54.795913,2015-06-21 23:02:54.795913,chan2 ruo4\n
740,横靠,2015-06-21 15:31:35.425006,2015-06-21 15:31:35.425006,heng2 kao4\n
1851,篮,2015-06-21 15:52:40.341736,2015-06-21 15:52:40.341736,lan2\n
10005,紧张的,2015-06-21 19:15:11.78443,2015-06-21 19:15:11.78443,jin3 zhang1 de5\n
10006,强烈的,2015-06-21 19:15:11.78443,2015-06-21 19:15:11.78443,qiang2 lie4 de5\n
5604,毁,2015-06-21 21:44:48.830094,2015-06-21 21:44:48.830094,hui3\n
6080,毁灭,2015-06-21 21:44:48.830094,2015-06-21 21:44:48.830094,hui3 mie4\n
5171,费,2015-06-21 18:13:40.78751,2015-06-21 18:13:40.78751,fei4\n
12605,顽,2015-06-21 20:45:34.546896,2015-06-21 20:45:34.546896,wan2\n
12525,凹洞,2015-06-21 20:42:48.544694,2015-06-21 20:42:48.544694,ao1 dong4\n
12529,去 ... 之核,2015-06-21 20:42:48.544694,2015-06-21 20:42:48.544694,qu4  zhi1 he2\n
12530,溛,2015-06-21 20:42:48.544694,2015-06-21 20:42:48.544694,wa1\n
12542,哀怜,2015-06-21 20:43:09.567761,2015-06-21 20:43:09.567761,ai1 lian2\n
12543,悲悯,2015-06-21 20:43:09.567761,2015-06-21 20:43:09.567761,bei1 min3\n
12518,管子,2015-06-21 20:42:40.409736,2015-06-21 20:42:40.409736,guan3 zi3\n
12544,矜,2015-06-21 20:43:09.567761,2015-06-21 20:43:09.567761,jin1\n
12536,怜,2015-06-21 22:54:27.000782,2015-06-21 22:54:27.000782,lian2\n
1194,计较,2015-06-21 20:44:10.262011,2015-06-21 20:44:10.262011,ji4 jiao4\n
12569,平的,2015-06-21 20:44:40.699907,2015-06-21 20:44:40.699907,ping2 de5\n
12570,乘飞机旅行,2015-06-21 20:44:40.699907,2015-06-21 20:44:40.699907,cheng2 fei1 ji1 lv3 xing2\n
12572,行星,2015-06-21 20:44:52.783286,2015-06-21 20:44:52.783286,xing2 xing1\n
12578,栽植,2015-06-21 20:44:55.40392,2015-06-21 20:44:55.40392,zai1 zhi2\n
12580,农园,2015-06-21 20:45:08.282667,2015-06-21 20:45:08.282667,nong2 yuan2\n
12581,塑料,2015-06-21 20:45:11.694799,2015-06-21 20:45:11.694799,su4 liao4\n
12582,塑胶,2015-06-21 20:45:11.694799,2015-06-21 20:45:11.694799,su4 jiao1\n
12583,塑胶的,2015-06-21 20:45:11.694799,2015-06-21 20:45:11.694799,su4 jiao1 de5\n
9734,插画,2015-06-21 20:45:16.683271,2015-06-21 20:45:16.683271,cha1 hua4\n
9733,插图,2015-06-21 20:45:16.683271,2015-06-21 20:45:16.683271,cha1 tu2\n
12584,金属板,2015-06-21 20:45:16.683271,2015-06-21 20:45:16.683271,jin1 shu3 ban3\n
12585,柈,2015-06-21 20:45:16.683271,2015-06-21 20:45:16.683271,pan2\n
12589,鋈,2015-06-21 20:45:16.683271,2015-06-21 20:45:16.683271,wu4\n
12590,平台,2015-06-21 20:45:28.773182,2015-06-21 20:45:28.773182,ping2 tai2\n
12593,主席台,2015-06-21 20:45:28.773182,2015-06-21 20:45:28.773182,zhu3 xi2 tai2\n
12594,做台,2015-06-21 20:45:28.773182,2015-06-21 20:45:28.773182,zuo4 tai2\n
12602,吹奏,2015-06-21 20:45:34.546896,2015-06-21 20:45:34.546896,chui1 zou4\n
12603,玩儿,2015-06-21 20:45:34.546896,2015-06-21 20:45:34.546896,wan2 er2\n
12606,操场,2015-06-21 20:45:58.478023,2015-06-21 20:45:58.478023,cao1 chang2\n
12607,运动场,2015-06-21 20:45:58.478023,2015-06-21 20:45:58.478023,yun4 dong4 chang2\n
12604,演戏,2015-06-21 20:45:34.546896,2015-06-21 20:45:34.546896,yan3 xi4\n
12612,誓言,2015-06-21 20:46:16.730512,2015-06-21 20:46:16.730512,shi4 yan2\n
12545,恤,2015-06-21 20:43:09.567761,2015-06-21 20:43:09.567761,xu4\n
12522,龠,2015-06-21 23:41:43.001909,2015-06-21 23:41:43.001909,yue4\n
10211,尖利,2015-06-21 22:03:28.546064,2015-06-21 22:03:28.546064,jian1 li4\n
12571,翥,2015-06-21 20:44:40.699907,2015-06-21 20:44:40.699907,zhu4\n
15716,那儿,2015-06-21 23:02:07.97355,2015-06-21 23:02:07.97355,na4 er2\n
15717,往那里,2015-06-21 23:02:07.97355,2015-06-21 23:02:07.97355,wang3 na4 li3\n
10198,啻,2015-06-21 19:22:35.927849,2015-06-21 19:22:35.927849,chi4\n
12640,跳进,2015-06-21 20:47:23.201902,2015-06-21 20:47:23.201902,tiao4 jin4\n
12641,加号,2015-06-21 20:47:27.388265,2015-06-21 20:47:27.388265,jia1 hao4\n
12642,正数,2015-06-21 20:47:27.388265,2015-06-21 20:47:27.388265,zheng4 shu4\n
12645,袖珍,2015-06-21 20:47:33.15061,2015-06-21 20:47:33.15061,xiu4 zhen1\n
12647,金钱的,2015-06-21 20:47:33.15061,2015-06-21 20:47:33.15061,jin1 qian2 de5\n
12648,可置于口袋的,2015-06-21 20:47:33.15061,2015-06-21 20:47:33.15061,ke3 zhi4 yu2 kou3 dai4 de5\n
1192,表明,2015-06-21 22:24:46.216574,2015-06-21 22:24:46.216574,biao3 ming2\n
12721,差劲,2015-06-21 20:49:52.130522,2015-06-21 20:49:52.130522,cha4 jing4\n
11598,慌,2015-06-21 20:10:31.170957,2015-06-21 20:10:31.170957,huang1\n
11599,神经的,2015-06-21 20:10:31.170957,2015-06-21 20:10:31.170957,shen2 jing1 de5\n
11600,神经过敏,2015-06-21 20:10:31.170957,2015-06-21 20:10:31.170957,shen2 jing1 guo4 min3\n
11601,忐,2015-06-21 20:10:31.170957,2015-06-21 20:10:31.170957,tan3\n
11606,窝巢,2015-06-21 20:10:43.216816,2015-06-21 20:10:43.216816,wo1 chao2\n
11607,隐匿处,2015-06-21 20:10:43.216816,2015-06-21 20:10:43.216816,yin3 ni4 chu4\n
11608,筑巢,2015-06-21 20:10:43.216816,2015-06-21 20:10:43.216816,zhu2 chao2\n
11609,伏窝,2015-06-21 20:10:43.216816,2015-06-21 20:10:43.216816,fu2 wo1\n
11612,球网,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,qiu2 wang3\n
11618,净赚,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,jing4 zhuan4\n
11619,撒网,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,sa1 wang3\n
11620,纯粹的,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,chun2 cui4 de5\n
11621,净余的,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,jing4 yu2 de5\n
11611,网络,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,wang3 luo4\n
11610,网,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,wang3\n
11614,网路,2015-06-21 20:10:51.347775,2015-06-21 20:10:51.347775,wang3 lu4\n
11622,联网,2015-06-21 20:11:04.185064,2015-06-21 20:11:04.185064,lian2 wang3\n
11626,中立,2015-06-21 20:11:11.507371,2015-06-21 20:11:11.507371,zhong1 li4\n
11627,中立国,2015-06-21 20:11:11.507371,2015-06-21 20:11:11.507371,zhong1 li4 guo2\n
11628,中立者,2015-06-21 20:11:11.507371,2015-06-21 20:11:11.507371,zhong1 li4 zhe3\n
11629,决不,2015-06-21 20:11:15.693554,2015-06-21 20:11:15.693554,jue2 bu4\n
11630,从来不,2015-06-21 20:11:15.693554,2015-06-21 20:11:15.693554,cong2 lai2 bu4\n
11631,从来没有,2015-06-21 20:11:15.693554,2015-06-21 20:11:15.693554,cong2 lai2 mei2 you3\n
11663,不然,2015-06-21 20:12:28.841291,2015-06-21 20:12:28.841291,bu4 ran2\n
11634,新任,2015-06-21 20:11:26.421387,2015-06-21 20:11:26.421387,xin1 ren4\n
11636,新闻,2015-06-21 20:11:32.962087,2015-06-21 20:11:32.962087,xin1 wen2\n
11639,下一个,2015-06-21 20:11:39.504837,2015-06-21 20:11:39.504837,xia4 yi1 ge4\n
11638,下一次,2015-06-21 20:11:39.504837,2015-06-21 20:11:39.504837,xia4 yi1 ci4\n
11641,拘泥的,2015-06-21 20:11:50.758838,2015-06-21 20:11:50.758838,ju1 ni2 de5\n
11642,可亲,2015-06-21 20:11:50.758838,2015-06-21 20:11:50.758838,ke3 qin1\n
